;Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
;Foot Locker;1185732;4/7/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$25,00 ;125;R$31.250 ;R$12.500 ;40%;In-store
;Foot Locker;1185732;4/7/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$30,00 ;50;R$15.000 ;R$6.000 ;40%;In-store
;Foot Locker;1185732;4/7/21;Northeast;Rhode Island;Providence;Men's Apparel;R$45,00 ;50;R$22.500 ;R$6.750 ;30%;In-store
;Foot Locker;1185732;4/7/21;Northeast;Rhode Island;Providence;Women's Apparel;R$35,00 ;200;R$70.000 ;R$28.000 ;40%;In-store
;Foot Locker;1185732;5/6/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$50,00 ;470;R$235.000 ;R$82.250 ;35%;In-store
;Foot Locker;1185732;5/6/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$45,00 ;175;R$78.750 ;R$27.563 ;35%;In-store
;Foot Locker;1185732;5/6/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$40,00 ;200;R$80.000 ;R$32.000 ;40%;In-store
;Foot Locker;1185732;5/6/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$40,00 ;150;R$60.000 ;R$24.000 ;40%;In-store
;Foot Locker;1185732;5/6/21;Northeast;Rhode Island;Providence;Men's Apparel;R$50,00 ;175;R$87.500 ;R$26.250 ;30%;In-store
;Foot Locker;1185732;5/6/21;Northeast;Rhode Island;Providence;Women's Apparel;R$55,00 ;300;R$165.000 ;R$66.000 ;40%;In-store
;Foot Locker;1185732;6/8/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$50,00 ;550;R$275.000 ;R$96.250 ;35%;In-store
;Foot Locker;1185732;6/8/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$45,00 ;300;R$135.000 ;R$47.250 ;35%;In-store
;Foot Locker;1185732;6/8/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$40,00 ;225;R$90.000 ;R$36.000 ;40%;In-store
;Foot Locker;1185732;6/8/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$40,00 ;200;R$80.000 ;R$32.000 ;40%;In-store
;Foot Locker;1185732;6/8/21;Northeast;Rhode Island;Providence;Men's Apparel;R$50,00 ;200;R$100.000 ;R$30.000 ;30%;In-store
;Foot Locker;1185732;6/8/21;Northeast;Rhode Island;Providence;Women's Apparel;R$55,00 ;350;R$192.500 ;R$77.000 ;40%;In-store
;Foot Locker;1185732;7/6/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$50,00 ;575;R$287.500 ;R$100.625 ;35%;In-store
;Foot Locker;1185732;7/6/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$45,00 ;325;R$146.250 ;R$51.188 ;35%;In-store
;Foot Locker;1185732;7/6/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$40,00 ;250;R$100.000 ;R$40.000 ;40%;In-store
;Foot Locker;1185732;7/6/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$40,00 ;200;R$80.000 ;R$32.000 ;40%;In-store
;Foot Locker;1185732;7/6/21;Northeast;Rhode Island;Providence;Men's Apparel;R$50,00 ;225;R$112.500 ;R$33.750 ;30%;In-store
;Foot Locker;1185732;7/6/21;Northeast;Rhode Island;Providence;Women's Apparel;R$55,00 ;400;R$220.000 ;R$88.000 ;40%;In-store
;Foot Locker;1185732;8/7/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$50,00 ;550;R$275.000 ;R$96.250 ;35%;In-store
;Foot Locker;1185732;8/7/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$45,00 ;325;R$146.250 ;R$51.188 ;35%;In-store
;Foot Locker;1185732;8/7/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$40,00 ;250;R$100.000 ;R$40.000 ;40%;In-store
;Foot Locker;1185732;8/7/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$40,00 ;150;R$60.000 ;R$24.000 ;40%;In-store
;Foot Locker;1185732;8/7/21;Northeast;Rhode Island;Providence;Men's Apparel;R$50,00 ;125;R$62.500 ;R$18.750 ;30%;In-store
;Foot Locker;1185732;8/7/21;Northeast;Rhode Island;Providence;Women's Apparel;R$55,00 ;300;R$165.000 ;R$66.000 ;40%;In-store
;Foot Locker;1185732;9/6/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$50,00 ;425;R$212.500 ;R$74.375 ;35%;In-store
;Foot Locker;1185732;9/6/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$45,00 ;225;R$101.250 ;R$35.438 ;35%;In-store
;Foot Locker;1185732;9/6/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$40,00 ;125;R$50.000 ;R$20.000 ;40%;In-store
;Foot Locker;1185732;9/6/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$40,00 ;100;R$40.000 ;R$16.000 ;40%;In-store
;Foot Locker;1185732;9/6/21;Northeast;Rhode Island;Providence;Men's Apparel;R$50,00 ;100;R$50.000 ;R$15.000 ;30%;In-store
;Foot Locker;1185732;9/6/21;Northeast;Rhode Island;Providence;Women's Apparel;R$55,00 ;200;R$110.000 ;R$44.000 ;40%;In-store
;Foot Locker;1185732;10/8/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$55,00 ;375;R$206.250 ;R$72.188 ;35%;In-store
;Foot Locker;1185732;10/8/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$50,00 ;200;R$100.000 ;R$35.000 ;35%;In-store
;Foot Locker;1185732;10/8/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$50,00 ;100;R$50.000 ;R$20.000 ;40%;In-store
;Foot Locker;1185732;10/8/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$50,00 ;75;R$37.500 ;R$15.000 ;40%;In-store
;Foot Locker;1185732;10/8/21;Northeast;Rhode Island;Providence;Men's Apparel;R$60,00 ;75;R$45.000 ;R$13.500 ;30%;In-store
;Sports Direct;1185732;10/8/21;Northeast;Rhode Island;Providence;Women's Apparel;R$65,00 ;200;R$130.000 ;R$52.000 ;40%;In-store
;Sports Direct;1185732;11/7/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$60,00 ;350;R$210.000 ;R$73.500 ;35%;In-store
;Sports Direct;1185732;11/7/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$50,00 ;225;R$112.500 ;R$39.375 ;35%;In-store
;Sports Direct;1185732;11/7/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$50,00 ;220;R$110.000 ;R$44.000 ;40%;In-store
;Sports Direct;1185732;11/7/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$50,00 ;200;R$100.000 ;R$40.000 ;40%;In-store
;Sports Direct;1185732;11/7/21;Northeast;Rhode Island;Providence;Men's Apparel;R$60,00 ;175;R$105.000 ;R$31.500 ;30%;In-store
;Sports Direct;1185732;11/7/21;Northeast;Rhode Island;Providence;Women's Apparel;R$65,00 ;275;R$178.750 ;R$71.500 ;40%;In-store
;Sports Direct;1185732;12/6/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$60,00 ;500;R$300.000 ;R$105.000 ;35%;In-store
;Sports Direct;1185732;12/6/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$50,00 ;300;R$150.000 ;R$52.500 ;35%;In-store
;Sports Direct;1185732;12/6/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$50,00 ;275;R$137.500 ;R$55.000 ;40%;In-store
;Sports Direct;1185732;12/6/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$50,00 ;225;R$112.500 ;R$45.000 ;40%;In-store
;Sports Direct;1185732;12/6/21;Northeast;Rhode Island;Providence;Men's Apparel;R$60,00 ;225;R$135.000 ;R$40.500 ;30%;In-store
;Sports Direct;1185732;12/6/21;Northeast;Rhode Island;Providence;Women's Apparel;R$65,00 ;325;R$211.250 ;R$84.500 ;40%;In-store
;Sports Direct;1185732;1/17/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$40,00 ;450;R$180.000 ;R$54.000 ;30%;In-store
;Sports Direct;1185732;1/17/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$40,00 ;250;R$100.000 ;R$30.000 ;30%;In-store
;Sports Direct;1185732;1/17/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$30,00 ;250;R$75.000 ;R$18.750 ;25%;In-store
;Sports Direct;1185732;1/17/21;Northeast;Rhode Island;Providence;Women's Athletic Footwear;R$35,00 ;100;R$35.000 ;R$8.750 ;25%;In-store
;Sports Direct;1185732;1/17/21;Northeast;Rhode Island;Providence;Men's Apparel;R$50,00 ;150;R$75.000 ;R$18.750 ;25%;In-store
;Sports Direct;1185732;1/17/21;Northeast;Rhode Island;Providence;Women's Apparel;R$40,00 ;250;R$100.000 ;R$30.000 ;30%;In-store
;Sports Direct;1185732;2/15/21;Northeast;Rhode Island;Providence;Men's Street Footwear;R$40,00 ;500;R$200.000 ;R$60.000 ;30%;In-store
;Sports Direct;1185732;2/15/21;Northeast;Rhode Island;Providence;Men's Athletic Footwear;R$40,00 ;150;R$60.000 ;R$18.000 ;30%;In-store
;Sports Direct;1185732;2/15/21;Northeast;Rhode Island;Providence;Women's Street Footwear;R$30,00 ;200;R$60.000 ;R$15.000 ;25%;In-store
;Sports Direct;1185732;2/15/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$35,00 ;250;R$87.500 ;R$21.875 ;25%;In-store
;Sports Direct;1185732;2/15/21;Northeast;Massachusetts;Boston;Men's Apparel;R$50,00 ;150;R$75.000 ;R$18.750 ;25%;In-store
;Sports Direct;1185732;2/15/21;Northeast;Massachusetts;Boston;Women's Apparel;R$40,00 ;250;R$100.000 ;R$30.000 ;30%;In-store
;Sports Direct;1185732;3/13/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$40,00 ;470;R$188.000 ;R$56.400 ;30%;In-store
;Sports Direct;1185732;3/13/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$40,00 ;175;R$70.000 ;R$21.000 ;30%;In-store
;Sports Direct;1185732;3/13/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$30,00 ;200;R$60.000 ;R$15.000 ;25%;In-store
;Sports Direct;1185732;3/13/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$35,00 ;300;R$105.000 ;R$26.250 ;25%;In-store
;Sports Direct;1185732;3/13/21;Northeast;Massachusetts;Boston;Men's Apparel;R$50,00 ;100;R$50.000 ;R$12.500 ;25%;In-store
;Sports Direct;1185732;3/13/21;Northeast;Massachusetts;Boston;Women's Apparel;R$40,00 ;200;R$80.000 ;R$24.000 ;30%;In-store
;Sports Direct;1185732;4/14/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$40,00 ;450;R$180.000 ;R$54.000 ;30%;In-store
;Sports Direct;1185732;4/14/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$40,00 ;150;R$60.000 ;R$18.000 ;30%;In-store
;Sports Direct;1185732;4/14/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$30,00 ;150;R$45.000 ;R$11.250 ;25%;In-store
;Sports Direct;1185732;4/14/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$35,00 ;125;R$43.750 ;R$10.938 ;25%;In-store
;Sports Direct;1185732;4/14/21;Northeast;Massachusetts;Boston;Men's Apparel;R$50,00 ;125;R$62.500 ;R$15.625 ;25%;In-store
;Sports Direct;1185732;4/14/21;Northeast;Massachusetts;Boston;Women's Apparel;R$40,00 ;275;R$110.000 ;R$33.000 ;30%;In-store
;Sports Direct;1185732;5/13/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$55,00 ;495;R$272.250 ;R$81.675 ;30%;In-store
;Sports Direct;1185732;5/13/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$50,00 ;200;R$100.000 ;R$30.000 ;30%;In-store
;Sports Direct;1185732;5/13/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$45,00 ;225;R$101.250 ;R$25.313 ;25%;In-store
;Sports Direct;1185732;5/13/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$45,00 ;175;R$78.750 ;R$19.688 ;25%;In-store
;Sports Direct;1185732;5/13/21;Northeast;Massachusetts;Boston;Men's Apparel;R$55,00 ;200;R$110.000 ;R$27.500 ;25%;In-store
;Sports Direct;1185732;5/13/21;Northeast;Massachusetts;Boston;Women's Apparel;R$60,00 ;325;R$195.000 ;R$58.500 ;30%;In-store
;Sports Direct;1185732;6/15/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$55,00 ;575;R$316.250 ;R$94.875 ;30%;In-store
;Sports Direct;1185732;6/15/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$50,00 ;325;R$162.500 ;R$48.750 ;30%;In-store
;Sports Direct;1185732;6/15/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$45,00 ;250;R$112.500 ;R$28.125 ;25%;In-store
;Sports Direct;1185732;6/15/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$45,00 ;225;R$101.250 ;R$25.313 ;25%;In-store
;Sports Direct;1185732;6/15/21;Northeast;Massachusetts;Boston;Men's Apparel;R$55,00 ;225;R$123.750 ;R$30.938 ;25%;In-store
;Sports Direct;1185732;6/15/21;Northeast;Massachusetts;Boston;Women's Apparel;R$60,00 ;375;R$225.000 ;R$67.500 ;30%;In-store
;Sports Direct;1185732;7/13/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$55,00 ;600;R$330.000 ;R$99.000 ;30%;In-store
;Sports Direct;1185732;7/13/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$50,00 ;350;R$175.000 ;R$52.500 ;30%;In-store
;Sports Direct;1185732;7/13/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$45,00 ;275;R$123.750 ;R$30.938 ;25%;In-store
;Sports Direct;1185732;7/13/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$45,00 ;225;R$101.250 ;R$25.313 ;25%;In-store
;Sports Direct;1185732;7/13/21;Northeast;Massachusetts;Boston;Men's Apparel;R$55,00 ;250;R$137.500 ;R$34.375 ;25%;In-store
;Sports Direct;1185732;7/13/21;Northeast;Massachusetts;Boston;Women's Apparel;R$60,00 ;425;R$255.000 ;R$76.500 ;30%;In-store
;Sports Direct;1185732;8/14/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$55,00 ;575;R$316.250 ;R$94.875 ;30%;In-store
;Sports Direct;1185732;8/14/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$50,00 ;350;R$175.000 ;R$52.500 ;30%;In-store
;Sports Direct;1185732;8/14/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$45,00 ;275;R$123.750 ;R$30.938 ;25%;In-store
;Sports Direct;1185732;8/14/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$45,00 ;175;R$78.750 ;R$19.688 ;25%;In-store
;Sports Direct;1185732;8/14/21;Northeast;Massachusetts;Boston;Men's Apparel;R$55,00 ;150;R$82.500 ;R$20.625 ;25%;In-store
;Sports Direct;1185732;8/14/21;Northeast;Massachusetts;Boston;Women's Apparel;R$60,00 ;325;R$195.000 ;R$58.500 ;30%;In-store
;Sports Direct;1185732;9/13/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$55,00 ;450;R$247.500 ;R$74.250 ;30%;In-store
;Sports Direct;1185732;9/13/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$50,00 ;250;R$125.000 ;R$37.500 ;30%;In-store
;Sports Direct;1185732;9/13/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$45,00 ;150;R$67.500 ;R$16.875 ;25%;In-store
;Sports Direct;1185732;9/13/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$45,00 ;125;R$56.250 ;R$14.063 ;25%;In-store
;Sports Direct;1185732;9/13/21;Northeast;Massachusetts;Boston;Men's Apparel;R$55,00 ;125;R$68.750 ;R$17.188 ;25%;In-store
;Sports Direct;1185732;9/13/21;Northeast;Massachusetts;Boston;Women's Apparel;R$60,00 ;225;R$135.000 ;R$40.500 ;30%;In-store
;Sports Direct;1185732;10/15/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$60,00 ;400;R$240.000 ;R$72.000 ;30%;In-store
;Sports Direct;1185732;10/15/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$55,00 ;225;R$123.750 ;R$37.125 ;30%;In-store
;Sports Direct;1185732;10/15/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$55,00 ;125;R$68.750 ;R$17.188 ;25%;In-store
;Sports Direct;1185732;10/15/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$55,00 ;100;R$55.000 ;R$13.750 ;25%;In-store
;Sports Direct;1185732;10/15/21;Northeast;Massachusetts;Boston;Men's Apparel;R$65,00 ;100;R$65.000 ;R$16.250 ;25%;In-store
;Amazon;1185732;10/15/21;Northeast;Massachusetts;Boston;Women's Apparel;R$70,00 ;225;R$157.500 ;R$47.250 ;30%;In-store
;Amazon;1185732;11/14/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$65,00 ;375;R$243.750 ;R$73.125 ;30%;In-store
;Amazon;1185732;11/14/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$55,00 ;300;R$165.000 ;R$49.500 ;30%;In-store
;Amazon;1185732;11/14/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$55,00 ;295;R$162.250 ;R$40.563 ;25%;In-store
;Amazon;1185732;11/14/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$55,00 ;275;R$151.250 ;R$37.813 ;25%;In-store
;Amazon;1185732;11/14/21;Northeast;Massachusetts;Boston;Men's Apparel;R$65,00 ;250;R$162.500 ;R$40.625 ;25%;In-store
;Amazon;1185732;11/14/21;Northeast;Massachusetts;Boston;Women's Apparel;R$70,00 ;350;R$245.000 ;R$73.500 ;30%;In-store
;Amazon;1185732;12/13/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$65,00 ;575;R$373.750 ;R$112.125 ;30%;In-store
;Amazon;1185732;12/13/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$55,00 ;375;R$206.250 ;R$61.875 ;30%;In-store
;Amazon;1185732;12/13/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$55,00 ;350;R$192.500 ;R$48.125 ;25%;In-store
;Amazon;1185732;12/13/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$55,00 ;300;R$165.000 ;R$41.250 ;25%;In-store
;Amazon;1185732;12/13/21;Northeast;Massachusetts;Boston;Men's Apparel;R$65,00 ;300;R$195.000 ;R$48.750 ;25%;In-store
;Amazon;1185732;12/13/21;Northeast;Massachusetts;Boston;Women's Apparel;R$70,00 ;400;R$280.000 ;R$84.000 ;30%;In-store
;Amazon;1185732;1/14/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$45,00 ;525;R$236.250 ;R$106.313 ;45%;In-store
;Amazon;1185732;1/14/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$45,00 ;325;R$146.250 ;R$65.813 ;45%;In-store
;Amazon;1185732;1/14/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$35,00 ;325;R$113.750 ;R$39.813 ;35%;In-store
;Amazon;1185732;1/14/21;Northeast;Massachusetts;Boston;Women's Athletic Footwear;R$40,00 ;175;R$70.000 ;R$24.500 ;35%;In-store
;Amazon;1185732;1/14/21;Northeast;Massachusetts;Boston;Men's Apparel;R$55,00 ;225;R$123.750 ;R$43.313 ;35%;In-store
;Amazon;1185732;1/14/21;Northeast;Massachusetts;Boston;Women's Apparel;R$45,00 ;325;R$146.250 ;R$58.500 ;40%;In-store
;Amazon;1185732;2/12/21;Northeast;Massachusetts;Boston;Men's Street Footwear;R$45,00 ;575;R$258.750 ;R$116.438 ;45%;In-store
;Amazon;1185732;2/12/21;Northeast;Massachusetts;Boston;Men's Athletic Footwear;R$45,00 ;225;R$101.250 ;R$45.563 ;45%;In-store
;Amazon;1185732;2/12/21;Northeast;Massachusetts;Boston;Women's Street Footwear;R$35,00 ;275;R$96.250 ;R$33.688 ;35%;In-store
;Amazon;1185732;2/12/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$40,00 ;150;R$60.000 ;R$21.000 ;35%;In-store
;Amazon;1185732;2/12/21;Northeast;Vermont;Burlington;Men's Apparel;R$55,00 ;225;R$123.750 ;R$43.313 ;35%;In-store
;Amazon;1185732;2/12/21;Northeast;Vermont;Burlington;Women's Apparel;R$45,00 ;325;R$146.250 ;R$58.500 ;40%;In-store
;Amazon;1185732;3/10/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$45,00 ;545;R$245.250 ;R$110.363 ;45%;In-store
;Amazon;1185732;3/10/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$45,00 ;250;R$112.500 ;R$50.625 ;45%;In-store
;Amazon;1185732;3/10/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$35,00 ;275;R$96.250 ;R$33.688 ;35%;In-store
;Amazon;1185732;3/10/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$40,00 ;125;R$50.000 ;R$17.500 ;35%;In-store
;Amazon;1185732;3/10/21;Northeast;Vermont;Burlington;Men's Apparel;R$55,00 ;175;R$96.250 ;R$33.688 ;35%;In-store
;Amazon;1185732;3/10/21;Northeast;Vermont;Burlington;Women's Apparel;R$45,00 ;275;R$123.750 ;R$49.500 ;40%;In-store
;Amazon;1185732;4/11/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$45,00 ;525;R$236.250 ;R$106.313 ;45%;In-store
;Amazon;1185732;4/11/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$45,00 ;225;R$101.250 ;R$45.563 ;45%;In-store
;Amazon;1185732;4/11/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$35,00 ;225;R$78.750 ;R$27.563 ;35%;In-store
;Amazon;1185732;4/11/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$40,00 ;150;R$60.000 ;R$21.000 ;35%;In-store
;Amazon;1185732;4/11/21;Northeast;Vermont;Burlington;Men's Apparel;R$55,00 ;150;R$82.500 ;R$28.875 ;35%;In-store
;Amazon;1185732;4/11/21;Northeast;Vermont;Burlington;Women's Apparel;R$45,00 ;300;R$135.000 ;R$54.000 ;40%;In-store
;Amazon;1185732;5/10/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$60,00 ;570;R$342.000 ;R$153.900 ;45%;In-store
;Amazon;1185732;5/10/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$55,00 ;275;R$151.250 ;R$68.063 ;45%;In-store
;Amazon;1185732;5/10/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$50,00 ;300;R$150.000 ;R$52.500 ;35%;In-store
;Amazon;1185732;5/10/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$50,00 ;250;R$125.000 ;R$43.750 ;35%;In-store
;Amazon;1185732;5/10/21;Northeast;Vermont;Burlington;Men's Apparel;R$60,00 ;275;R$165.000 ;R$57.750 ;35%;In-store
;Amazon;1185732;5/10/21;Northeast;Vermont;Burlington;Women's Apparel;R$65,00 ;400;R$260.000 ;R$104.000 ;40%;In-store
;Amazon;1185732;6/12/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$60,00 ;650;R$390.000 ;R$175.500 ;45%;In-store
;Amazon;1185732;6/12/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$55,00 ;400;R$220.000 ;R$99.000 ;45%;In-store
;Amazon;1185732;6/12/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$50,00 ;325;R$162.500 ;R$56.875 ;35%;In-store
;Amazon;1185732;6/12/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$50,00 ;300;R$150.000 ;R$52.500 ;35%;In-store
;Amazon;1185732;6/12/21;Northeast;Vermont;Burlington;Men's Apparel;R$60,00 ;300;R$180.000 ;R$63.000 ;35%;In-store
;Amazon;1185732;6/12/21;Northeast;Vermont;Burlington;Women's Apparel;R$65,00 ;450;R$292.500 ;R$117.000 ;40%;In-store
;Amazon;1185732;7/10/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$60,00 ;675;R$405.000 ;R$182.250 ;45%;In-store
;Amazon;1185732;7/10/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$55,00 ;425;R$233.750 ;R$105.188 ;45%;In-store
;Amazon;1185732;7/10/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$50,00 ;350;R$175.000 ;R$61.250 ;35%;In-store
;Amazon;1185732;7/10/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$50,00 ;300;R$150.000 ;R$52.500 ;35%;In-store
;Amazon;1185732;7/10/21;Northeast;Vermont;Burlington;Men's Apparel;R$60,00 ;325;R$195.000 ;R$68.250 ;35%;In-store
;Amazon;1185732;7/10/21;Northeast;Vermont;Burlington;Women's Apparel;R$65,00 ;500;R$325.000 ;R$130.000 ;40%;In-store
;Amazon;1185732;8/11/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$60,00 ;650;R$390.000 ;R$175.500 ;45%;In-store
;Amazon;1185732;8/11/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$55,00 ;425;R$233.750 ;R$105.188 ;45%;In-store
;Amazon;1185732;8/11/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$50,00 ;350;R$175.000 ;R$61.250 ;35%;In-store
;Amazon;1185732;8/11/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$50,00 ;250;R$125.000 ;R$43.750 ;35%;In-store
;Amazon;1185732;8/11/21;Northeast;Vermont;Burlington;Men's Apparel;R$60,00 ;225;R$135.000 ;R$47.250 ;35%;In-store
;Amazon;1185732;8/11/21;Northeast;Vermont;Burlington;Women's Apparel;R$65,00 ;400;R$260.000 ;R$104.000 ;40%;In-store
;Amazon;1185732;9/10/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$60,00 ;525;R$315.000 ;R$141.750 ;45%;In-store
;Amazon;1185732;9/10/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$55,00 ;325;R$178.750 ;R$80.438 ;45%;In-store
;Amazon;1185732;9/10/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$50,00 ;225;R$112.500 ;R$39.375 ;35%;In-store
;Amazon;1185732;9/10/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$50,00 ;200;R$100.000 ;R$35.000 ;35%;In-store
;Amazon;1185732;9/10/21;Northeast;Vermont;Burlington;Men's Apparel;R$60,00 ;200;R$120.000 ;R$42.000 ;35%;In-store
;Amazon;1185732;9/10/21;Northeast;Vermont;Burlington;Women's Apparel;R$65,00 ;300;R$195.000 ;R$78.000 ;40%;In-store
;Amazon;1185732;10/12/21;Northeast;Vermont;Burlington;Men's Street Footwear;R$65,00 ;475;R$308.750 ;R$138.938 ;45%;In-store
;Amazon;1185732;10/12/21;Northeast;Vermont;Burlington;Men's Athletic Footwear;R$60,00 ;300;R$180.000 ;R$81.000 ;45%;In-store
;Amazon;1185732;10/12/21;Northeast;Vermont;Burlington;Women's Street Footwear;R$60,00 ;200;R$120.000 ;R$42.000 ;35%;In-store
;Amazon;1185732;10/12/21;Northeast;Vermont;Burlington;Women's Athletic Footwear;R$60,00 ;175;R$105.000 ;R$36.750 ;35%;In-store
;Amazon;1185732;10/12/21;Northeast;Vermont;Burlington;Men's Apparel;R$70,00 ;175;R$122.500 ;R$42.875 ;35%;In-store
